numreq|numord|item|descrip|unidad|cantidad|costo|costo_cif|costo_dola|costo_tot|cantdesp|penddesp|estatus|emision|provee
22002SN||54610-D7000|BASE AMORT. DEL TUCSON 15-18 (D3000)||20.0000|8.1200|10.8800|0.0000|162.4000|0.0000|0.0000||20220629|
22002SN||546102E000-DHM|BASE AMORTIGUADOR DEL. TUCSON||50.0000|6.9200|9.2700|0.0000|346.0000|0.0000|0.0000||20220629|
22002SN||54611-07000|BASE AMORTIGUADOR KIA PICANTO||40.0000|2.5000|3.3500|0.0000|100.0000|0.0000|0.0000||20220629|
22002SN||21830-2D000|BASE CAJA LH ELANTRA T/M||40.0000|9.1000|12.1900|0.0000|364.0000|0.0000|0.0000||20220629|
22002SN||21910-2D050|BASE MOTOR DEL. ELANTRA PMC||26.0000|5.1500|6.9000|0.0000|133.9000|0.0000|0.0000||20220629|
22002SN||21910-2E501|BASE MOTOR DEL. TUCSON PMC||100.0000|7.0800|9.4900|0.0000|708.0000|0.0000|0.0000||20220629|
22002SN||21810-2E000-CH|BASE MOTOR RH TUCSON||40.0000|15.2700|20.4600|0.0000|610.8000|0.0000|0.0000||20220629|
22002SN||21930-2F100|BASE MOTOR TRASERA CERATO T/M (2F500)||30.0000|8.5700|11.4800|0.0000|257.1000|0.0000|0.0000||20220629|
22002SN||21930-2E300|BASE MOTOR TRASERA TUCSON||150.0000|6.1200|8.2000|0.0000|918.0000|0.0000|0.0000||20220629|
22002SN||54830-07000|BIELETA KIA PICANTO LH||50.0000|2.9100|3.9000|0.0000|145.5000|0.0000|0.0000||20220629|
22002SN||54840-07000|BIELETA KIA PICANTO RH||50.0000|2.8500|3.8200|0.0000|142.5000|0.0000|0.0000||20220629|
22002SN||55530-2E200|BIELETA TUCSON TRASERA||100.0000|3.0000|4.0200|0.0000|300.0000|0.0000|0.0000||20220629|
22002SN||27301-38020|BOBINA IGNICION H1 06-07 / SONATA 2.4 / STA FE 2.4||20.0000|14.7600|19.7800|0.0000|295.2000|0.0000|0.0000||20220629|
22002SN||0K30A-18-10X|BOBINA KIA RIO DENSO||4.0000|17.2400|23.1000|0.0000|68.9600|0.0000|0.0000||20220629|
22002SN||27301-26640|BOBINA RIO CVVT 1.6 / ACCENT 1.6||16.0000|10.8700|14.5700|0.0000|173.9200|0.0000|0.0000||20220629|
22002SN||27300-2E000|BOBINA HYUNDAI TUCSON 2016||20.0000|10.3000|13.8000|0.0000|206.0000|0.0000|0.0000||20220629|
22002SN||21310-38062|BOMBA ACEITE HYUNDAI H1 2007||19.0000|51.1300|68.5100|0.0000|971.4700|0.0000|0.0000||20220629|
22002SN||21310-02550-PMC|BOMBA ACEITE KIA PICANTO PMC||10.0000|22.4900|30.1400|0.0000|224.9000|0.0000|0.0000||20220629|
22002SN||0K65A14100E|BOMBA ACEITE KIA PREGIO 3.0||40.0000|38.6300|51.7600|0.0000|1545.2000|0.0000|0.0000||20220629|
22002SN||21310-3E100|BOMBA ACEITE SANTA FE 06-09/OPTIMA 2.7||16.0000|34.7000|46.5000|0.0000|555.2000|0.0000|0.0000||20220629|
22002SN||21310-3C300|BOMBA ACEITE SORENTO 3.8/SONATA 3.3||8.0000|46.6500|62.5100|0.0000|373.2000|0.0000|0.0000||20220629|
22002SN||21310-23001|BOMBA ACEITE TUCSON PMC||20.0000|29.4900|39.5200|0.0000|589.8000|0.0000|0.0000||20220629|
22002SN||25100-4Z000|BOMBA AGUA KIA PREGIO 3.0 CUELLO CORTO||50.0000|17.1300|22.9500|0.0000|856.5000|0.0000|0.0000||20220629|
22002SN||41610-2E005|BOMBA CLUTCH TUCSON KAC11990CG||33.0000|10.6600|14.2800|0.0000|351.7800|0.0000|0.0000||20220629|
22002SN||41710-23000|BOMBIN CLUTCH INF. KIA CERATO||50.0000|5.6200|7.5300|0.0000|281.0000|0.0000|0.0000||20220629|
22002SN||41710-39001-PMC|BOMBIN CLUTCH INFERIOR TUCSON/ELAN||43.0000|4.6500|6.2300|0.0000|199.9500|0.0000|0.0000||20220629|
22002SN||41710-39001|BOMBIN INF TUC/ELANT TCIC 11O0869||100.0000|6.8700|9.2100|0.0000|687.0000|0.0000|0.0000||20220629|
22002SN||24321-37100|CADENA LEVA SPORTAGE 2.7 MOBIS||53.0000|5.9400|7.9600|0.0000|314.8200|0.0000|0.0000||20220629|
22002SN||24321-23770|CADENA LEVA TUCSON/ELANTRA||50.0000|4.9200|6.5900|0.0000|246.0000|0.0000|0.0000||20220629|
22002SN||25631-23501|CARCAZA TERMOST. TUCSON SUP. CORTA||100.0000|3.7900|5.0800|0.0000|379.0000|0.0000|0.0000||20220629|
22002SN||231104X000|CIGUENAL PREGIO 3.0 GMP||15.0000|125.5700|168.2600|0.0000|1883.5500|0.0000|0.0000||20220629|
22002SN||41421-02000-K|COLLARIN ACCENT||50.0000|4.5800|6.1400|0.0000|229.0000|0.0000|0.0000||20220629|
22002SN||0K2A116510A|COLLARIN KIA RIO 1.5||130.0000|5.2700|7.0600|0.0000|685.1000|0.0000|0.0000||20220629|
22002SN||41421-39275-K|COLLARIN TUCSON/SPORTAGE||80.0000|4.8700|6.5300|0.0000|389.6000|0.0000|0.0000||20220629|
22002SN||57321-29100|CORREA DIRECCION HIDRAULICA GETZ||200.0000|1.5500|2.0800|0.0000|310.0000|0.0000|0.0000||20220629|
22002SN||25212-2C001|CORREA UNICA H1 09 6PK2352||24.0000|7.2500|9.7200|0.0000|174.0000|0.0000|0.0000||20220629|
22002SN||25212-3C100|CORREA UNICA SORENTO 3.8/ SEDONA||20.0000|6.9300|9.2900|0.0000|138.6000|0.0000|0.0000||20220629|
22002SN||25212-2E820|CORREA UNICA TUCSON 2015-18||20.0000|3.9500|5.2900|0.0000|79.0000|0.0000|0.0000||20220629|
22002SN||58129-44010|DISCO FRENO HYUNDAI H1 09||20.0000|10.9200|14.6300|0.0000|218.4000|0.0000|0.0000||20220629|
22002SN||51712-1C000|DISCO FRENO DEL. GETZ 1.6||40.0000|13.3900|17.9400|0.0000|535.6000|0.0000|0.0000||20220629|
22002SN||97730-2D000|ELECTROVENTILADOR A/A ELANTRA 2.0||25.0000|19.1400|25.6500|0.0000|478.5000|0.0000|0.0000||20220629|
22002SN||97730-FD100-PMC|ELECTROVENTILADOR AUX. RIO PMC||19.0000|18.9300|25.3700|0.0000|359.6700|0.0000|0.0000||20220629|
22002SN||25380-1C160|ELECTROVENTILADOR GETZ 1.6||23.0000|25.0300|33.5400|0.0000|575.6900|0.0000|0.0000||20220629|
22002SN||25380-2F901|ELECTROVENDILADOR KIA CERATO 1.6||1.0000|36.6400|49.1000|0.0000|36.6400|0.0000|0.0000||20220629|
22002SN||25380-07000|ELECTROVENTILADOR KIA PICANTO||4.0000|19.4400|26.0500|0.0000|77.7600|0.0000|0.0000||20220629|
22002SN||22311-2B000|EMPACADURA CAMARA KIA CERATO 1.6||40.0000|2.5400|3.4000|0.0000|101.6000|0.0000|0.0000||20220629|
22002SN||22311-26101|EMPACADURA CAMARA GETZ 1.6||40.0000|1.6700|2.2400|0.0000|66.8000|0.0000|0.0000||20220629|
22002SN||22311-38400|EMPACADURA CAMARA HYUNDAI H1 06-07 CORREA||50.0000|2.2400|3.0000|0.0000|112.0000|0.0000|0.0000||20220629|
22002SN||22311-2C200|EMPACADURA CAMARA H1 2009 DE CADENA||50.0000|4.3000|5.7600|0.0000|215.0000|0.0000|0.0000||20220629|
22002SN||22311-3CAC0|EMPACADURA CAMARA LH SEDONA 3.8||40.0000|4.0700|5.4500|0.0000|162.8000|0.0000|0.0000||20220629|
22002SN||22311-3CAD0|EMPACADURA CAMARA RH SEDONA 3.8||40.0000|4.0700|5.4500|0.0000|162.8000|0.0000|0.0000||20220629|
22002SN||22311-02760-PMC|EMPACADURA CAMARA PICANTO PMC||40.0000|1.7300|2.3200|0.0000|69.2000|0.0000|0.0000||20220629|
22002SN||22453-3C120|EMPACADURA T. VAL. LH SEDO/SONA/SOREN||100.0000|2.3300|3.1200|0.0000|233.0000|0.0000|0.0000||20220629|
22002SN||22441-3C110|EMPACADURA T. VAL. RH SEDO/SONA/SOREN||100.0000|2.4000|3.2200|0.0000|240.0000|0.0000|0.0000||20220629|
22002SN||22441-2B000-K|EMPACADURA TAPA VALVULA CERATO 1.6 RAON||122.0000|0.9600|1.2900|0.0000|117.1200|0.0000|0.0000||20220629|
22002SN||22441-2X001-PMC|EMPACADURA TAPA VALVULA KIA RIO STYLUS||100.0000|1.5100|2.0200|0.0000|151.0000|0.0000|0.0000||20220629|
22002SN||22441-02400|EMPACADURA TAPA VALVULA PICANTO||100.0000|0.6300|0.8400|0.0000|63.0000|0.0000|0.0000||20220629|
22002SN||22441-37110|EMPACADURA TAPA VALVULA SPORTAGE 2.7||300.0000|0.9500|1.2700|0.0000|285.0000|0.0000|0.0000||20220629|
22002SN||22441-23800-PMC|EMPACADURA TAPA VALVULA TUCSON PMC||200.0000|1.2900|1.7300|0.0000|258.0000|0.0000|0.0000||20220629|
22002SN||23120-02570|ENGRANAJE CIGUE¥AL KIA PICANTO CUADRANTE||30.0000|2.4100|3.2300|0.0000|72.3000|0.0000|0.0000||20220629|
22002SN||43119-28020|ESTOPERA CAJA KIA/HYUNDAI VARIOS (28060)||100.0000|0.9200|1.2300|0.0000|92.0000|0.0000|0.0000||20220629|
22002SN||0K71E17336A|ESTOPERA COLA CAJA PREGIO||50.0000|1.0400|1.3900|0.0000|52.0000|0.0000|0.0000||20220629|
22002SN||21421-35011|ESTOPERA DEL. CIG. SPORTAGE 2.7 KOS||100.0000|1.0500|1.4100|0.0000|105.0000|0.0000|0.0000||20220629|
22002SN||21443-2B000|ESTOPERA TRAS CIG KIA CERATO 1.6||50.0000|2.5900|3.4700|0.0000|129.5000|0.0000|0.0000||20220629|
22002SN||25720-23600|FAN CLUTCH HYUNDAI H1 07||20.0000|27.9800|37.4900|0.0000|559.6000|0.0000|0.0000||20220629|
22002SN||28113-2D000|FILTRO AIRE ELANTRA 2.0 PMC||20.0000|1.6300|2.1800|0.0000|32.6000|0.0000|0.0000||20220629|
22002SN||28113-2F800|FILTRO AIRE KIA CERATO||50.0000|2.0300|2.7200|0.0000|101.5000|0.0000|0.0000||20220629|
22002SN||0K72B-13850E|FILTRO GASOIL KIA PREGIO C/TRAMPA BOMBIN||115.0000|7.2200|9.6700|0.0000|830.3000|0.0000|0.0000||20220629|
22002SN||31911-2F000|FILTRO GASOLINA KIA CERATO 1.6||55.0000|10.3700|13.9000|0.0000|570.3500|0.0000|0.0000||20220629|
22002SN||0K2AA20490|FILTRO GASOLINA SPECTRA/CARENS||20.0000|2.8300|3.7900|0.0000|56.6000|0.0000|0.0000||20220629|
22002SN||0K72A-41-660D|GUAYA ACELERADOR KIA PREGIO||30.0000|3.0600|4.1000|0.0000|91.8000|0.0000|0.0000||20220629|
22002SN||0K72B-46500|GUAYA SELECTORA KIA PREGIO LARGA||28.0000|8.3000|11.1200|0.0000|232.4000|0.0000|0.0000||20220629|
22002SN||0K75A46600D|GUAYA SELECTORA PREGIO CORTA||100.0000|8.4400|11.3100|0.0000|844.0000|0.0000|0.0000||20220629|
22002SN||0VN01-13H50C|INYECTOR KIA PREGIO 3.0||20.0000|29.7700|39.8900|0.0000|595.4000|0.0000|0.0000||20220629|
22002SN||KSR62-10270|JGO. EMPACADURA CERATO 1.6||20.0000|18.2000|24.3900|0.0000|364.0000|0.0000|0.0000||20220629|
22002SN||20910-3CB00|JGO. EMPACADURAS SONATA 3.3/AZERA||20.0000|43.6800|58.5300|0.0000|873.6000|0.0000|0.0000||20220629|
22002SN||20910-2EU07|JGO. EMPACADURA TUCSON 15-18||10.0000|36.6600|49.1200|0.0000|366.6000|0.0000|0.0000||20220629|
22002SN||23040-2B001|JGO. ANILLO CERATO 1.6 STD||50.0000|8.2000|10.9900|0.0000|410.0000|0.0000|0.0000||20220629|
22002SN||2750126D00|JGO. CABLE BUJIA GETZ 1.6||50.0000|5.6400|7.5600|0.0000|282.0000|0.0000|0.0000||20220629|
22002SN||27501-37A00-PMC|JGO. CABLE BUJIA SPORTAGE 2.7||50.0000|9.0400|12.1100|0.0000|452.0000|0.0000|0.0000||20220629|
22002SN||27501-23B70|JGO. CABLE BUJIA TUCSON||100.0000|5.0000|6.7000|0.0000|500.0000|0.0000|0.0000||20220629|
22002SN||21020-38910|JGO. CONCHA BANCADA 0,25 H1 2007 CORREA||50.0000|6.8500|9.1800|0.0000|342.5000|0.0000|0.0000||20220629|
22002SN||21020-38901|JGO. CONCHA BANCADA 0,50 H1 2007 CORREA||50.0000|6.8500|9.1800|0.0000|342.5000|0.0000|0.0000||20220629|
22002SN||KK1Y0-11SH0|JGO. CONCHA BANCADA KIA RIO 0.10 (0,25)||100.0000|4.7100|6.3100|0.0000|471.0000|0.0000|0.0000||20220629|
22002SN||KK1Y0-11-SHX-05|JGO. CONCHA BANCADA KIA RIO 0.20||300.0000|1.6100|2.1600|0.0000|483.0000|0.0000|0.0000||20220629|
22002SN||KK1Y011SG0|JGO. CONCHA BANCADA KIA RIO STD||100.0000|4.7100|6.3100|0.0000|471.0000|0.0000|0.0000||20220629|
22002SN||21020-02591|JGO. CONCHA BANCADA PICANTO 0.10||70.0000|4.1200|5.5200|0.0000|288.4000|0.0000|0.0000||20220629|
22002SN||21020-02500|JGO. CONCHA BANCADA PICANTO STD||30.0000|4.5000|6.0300|0.0000|135.0000|0.0000|0.0000||20220629|
22002SN||21020-37921|JGO. CONCHA BANCADA SPORTAGE 2.7 0.10 (0,25)||20.0000|6.9000|9.2500|0.0000|138.0000|0.0000|0.0000||20220629|
22002SN||21020-37220|JGO. CONCHA BANCADA SPORTAGE 2.7 STD||90.0000|5.5700|7.4600|0.0000|501.3000|0.0000|0.0000||20220629|
22002SN||21020-38100|JGO. CONCHA BANCADA STD H1 2007 CORREA||51.0000|8.2700|11.0800|0.0000|421.7700|0.0000|0.0000||20220629|
22002SN||23060-38900|JGO. CONCHA BIELA  0.25 H1 2007 CORREA||50.0000|5.7300|7.6800|0.0000|286.5000|0.0000|0.0000||20220629|
22002SN||23060-38901|JGO. CONCHA BIELA 0.50 H1 2007||50.0000|5.9800|8.0100|0.0000|299.0000|0.0000|0.0000||20220629|
22002SN||23060-22960|JGO. CONCHA BIELA ACC/GETZ 0.10(0.25)||40.0000|1.8500|2.4800|0.0000|74.0000|0.0000|0.0000||20220629|
22002SN||23060-26040-STD|JGO. CONCHA BIELA ACCENT / GETZ STD||40.0000|2.2600|3.0300|0.0000|90.4000|0.0000|0.0000||20220629|
22002SN||KK1Y0-11SF0|JGO. CONCHA BIELA KIA RIO 0.10 (0,25)||100.0000|1.6100|2.1600|0.0000|161.0000|0.0000|0.0000||20220629|
22002SN||23060-02592|JGO. CONCHA BIELA PICANTO 0.20 (0,50)||24.0000|2.0700|2.7700|0.0000|49.6800|0.0000|0.0000||20220629|
22002SN||23060-02500-PMC|JGO. CONCHA BIELA PICANTO STD||50.0000|1.9300|2.5900|0.0000|96.5000|0.0000|0.0000||20220629|
22002SN||23060-37140|JGO. CONCHA BIELA SPORTAGE 2.7 STD||90.0000|6.1900|8.2900|0.0000|557.1000|0.0000|0.0000||20220629|
22002SN||23060-2B000|JGO. CONCHA BIELA STD CERATO 1,6||40.0000|2.9700|3.9800|0.0000|118.8000|0.0000|0.0000||20220629|
22002SN||20910-38E00|JGO. EMPACADURA HYUNDAI H1 2007||50.0000|16.7900|22.5000|0.0000|839.5000|0.0000|0.0000||20220629|
22002SN||20910-2CA00|JGO. EMPACADURA HYUNDAI H1 2009||50.0000|23.2300|31.1300|0.0000|1161.5000|0.0000|0.0000||20220629|
22002SN||20910-3EA01|JGO. EMPACADURA SANTA FE 2007-09||40.0000|34.1300|45.7300|0.0000|1365.2000|0.0000|0.0000||20220629|
22002SN||0K75B3328Z-PMC|JGO. PASTILLA PREGIO PMC||50.0000|7.4500|9.9800|0.0000|372.5000|0.0000|0.0000||20220629|
22002SN||24610-22600|JGO. TAQUETES ACCENT PAQ 12||50.0000|22.6800|30.3900|0.0000|1134.0000|0.0000|0.0000||20220629|
22002SN||HDK-174|KIT DE EMBRAGUE GETZ 1.6||20.0000|47.3200|63.4100|0.0000|946.4000|0.0000|0.0000||20220629|
22002SN||HDK-062|KIT EMBRAGUE PICANTO VALEO||10.0000|31.1400|41.7300|0.0000|311.4000|0.0000|0.0000||20220629|
22002SN||0K79A-13-341|MANGUERA PURIFICADOR KIA PREGIO 3.0||100.0000|10.0200|13.4300|0.0000|1002.0000|0.0000|0.0000||20220629|
22002SN||8262022001|MANILLA INT. RH ACCENT||150.0000|0.5700|0.7600|0.0000|85.5000|0.0000|0.0000||20220629|
22002SN||39300-22600|SENSOR MAP KIA CERATO||20.0000|13.3500|17.8900|0.0000|267.0000|0.0000|0.0000||20220629|
22002SN||24551-22020|MARTILLO A  ACCENT||50.0000|2.9300|3.9300|0.0000|146.5000|0.0000|0.0000||20220629|
22002SN||24551-02200|MARTILLO ADMISION PICANTO||100.0000|3.9300|5.2700|0.0000|393.0000|0.0000|0.0000||20220629|
22002SN||24552-02200|MARTILLO ESCAPE PICANTO||100.0000|3.9800|5.3300|0.0000|398.0000|0.0000|0.0000||20220629|
22002SN||54530-3J000|MUNON HYUNDAI H1 2009 / VERACRUZ / SEDONA||60.0000|6.2400|8.3600|0.0000|374.4000|0.0000|0.0000||20220629|
22002SN||24355-3C100|VALVULA OCV SORENTO 3.8 LH/ SONATA 3.3||5.0000|14.8900|19.9500|0.0000|74.4500|0.0000|0.0000||20220629|
22002SN||24355-3C200|VALVULA OCV SORENTO 3.8 RH/ SONATA 3.3||5.0000|14.8900|19.9500|0.0000|74.4500|0.0000|0.0000||20220629|
22002SN||24355-23800-K|OCV TUCSON KOREANA  APK||26.0000|13.2900|17.8100|0.0000|345.5400|0.0000|0.0000||20220629|
22002SN||9783422000|POLEA A/A ACCENT PEQUENA||50.0000|4.6400|6.2200|0.0000|232.0000|0.0000|0.0000||20220629|
22002SN||9783429010|POLEA TENSORA A/A ACCENT GRANDE||100.0000|3.5700|4.7800|0.0000|357.0000|0.0000|0.0000||20220629|
22002SN||3530123500|REGULADOR GASOLINA TUC/ELAN (23700)||50.0000|4.8200|6.4600|0.0000|241.0000|0.0000|0.0000||20220629|
22002SN||5654007600|ROTULA KIA PICANTO||50.0000|3.4600|4.6400|0.0000|173.0000|0.0000|0.0000||20220629|
22002SN||39350-2B000|SENSOR ARBOL LEVA KIA CERATO 1.6||20.0000|9.2700|12.4200|0.0000|185.4000|0.0000|0.0000||20220629|
22002SN||0K2A1-17400|SENSOR DE DISTANCIA KIA RIO 1.5||20.0000|3.6000|4.8200|0.0000|72.0000|0.0000|0.0000||20220629|
22002SN||3925023500|SENSOR DETONACION TUCSON ELANTRA||30.0000|8.5600|11.4700|0.0000|256.8000|0.0000|0.0000||20220629|
22002SN||4651739500|SENSOR KILOMETRAJE TUCSON||5.0000|4.7200|6.3200|0.0000|23.6000|0.0000|0.0000||20220629|
22002SN||39180-2B000|SENSOR POSICION CIG KIA CERATO 1.6||20.0000|8.4100|11.2700|0.0000|168.2000|0.0000|0.0000||20220629|
22002SN||39310-02200-OEM|SENSOR POSICION CIGUENAL PICANTO||20.0000|4.4600|5.9800|0.0000|89.2000|0.0000|0.0000||20220629|
22002SN||3517022010|SENSOR TPS ACCENT / ELANTRA||40.0000|2.8800|3.8600|0.0000|115.2000|0.0000|0.0000||20220629|
22002SN||22410-22030|TAPA VALVULA ACCENT||30.0000|19.2300|25.7700|0.0000|576.9000|0.0000|0.0000||20220629|
22002SN||25281-2B010-PMC|TENSOR CORREA UNICA CERATO 1.6||35.0000|16.6800|22.3500|0.0000|583.8000|0.0000|0.0000||20220629|
22002SN||25281-37120-GA|TENSOR CORREA UNICA SPORTAGE 2.7 GATES||40.0000|18.0900|24.2400|0.0000|723.6000|0.0000|0.0000||20220629|
22002SN||24410-23050-PMC|TENSOR TIEMPO TUCSON GANCHO PMC||40.0000|8.7700|11.7500|0.0000|350.8000|0.0000|0.0000||20220629|
22002SN||56820-2B900|TERMINAL RH HYUNDAI SANTA FE 2007||60.0000|5.9400|7.9600|0.0000|356.4000|0.0000|0.0000||20220629|
22002SN||56820-2B000|TERMINAL LH HYUNDAI SANTA FE 2007||60.0000|5.9400|7.9600|0.0000|356.4000|0.0000|0.0000||20220629|
22002SN||56820-4A600|TERMINAL DIRECCION H1 2005-2007 (5687243010)||60.0000|3.2800|4.4000|0.0000|196.8000|0.0000|0.0000||20220629|
22002SN||56820-2E000|TERMINAL TUCSON LH||40.0000|4.2800|5.7400|0.0000|171.2000|0.0000|0.0000||20220629|
22002SN||56820-2E900|TERMINAL TUCSON RH||40.0000|4.2800|5.7400|0.0000|171.2000|0.0000|0.0000||20220629|
22002SN||0VS0110137A|TORNILLO CAMARA KIA PREGIO 3.0||50.0000|1.2400|1.6600|0.0000|62.0000|0.0000|0.0000||20220629|
22002SN||35102-02910|TPS PICANTO||40.0000|4.8800|6.5400|0.0000|195.2000|0.0000|0.0000||20220629|
22002SN||25461-22024-PMC|TUBO AGUA ACCENT||100.0000|6.5200|8.7400|0.0000|652.0000|0.0000|0.0000||20220629|
22002SN||25460-23000|TUBO DE AGUA TUCSON||100.0000|2.5700|3.4400|0.0000|257.0000|0.0000|0.0000||20220629|
22002SN||35150-2B000|VALVULA IAC KIA CERATO 1,6/TUCSON||20.0000|12.6800|16.9900|0.0000|253.6000|0.0000|0.0000||20220629|
22002SN||35150-33010|VALVULA IAC PIC/RIO||50.0000|7.5900|10.1700|0.0000|379.5000|0.0000|0.0000||20220629|
22002SN||39220-23990|VALVULA TEMPERATURA ACEITE TUCSON||100.0000|3.6900|4.9400|0.0000|369.0000|0.0000|0.0000||20220629|
22002SN||39230-26600-K|VALVULA TEMPERATURA GETZ (CABLE)||100.0000|3.7000|4.9600|0.0000|370.0000|0.0000|0.0000||20220629|
22002SN3||24410-2X701|TENSOR KIA RIO 1.5 GMB (GT20050)||190.0000|5.1100|6.8500|0.0000|970.9000|0.0000|0.0000||20220629|
22002SN3||23356-38020|CORREA BALANCEADORA H1 65 DTS||50.0000|1.7400|2.3300|0.0000|87.0000|0.0000|0.0000||20220629|
22002SN3||24312-38220|CORREA TIEMPO HYUNDAI H1 2007||50.0000|10.2700|13.7600|0.0000|513.5000|0.0000|0.0000||20220629|
22002SN3||24450-38010|POLEA TENSORA TIEMPO H1 2007 / SONATA 2.5||50.0000|5.6300|7.5400|0.0000|281.5000|0.0000|0.0000||20220629|
22002SN3||24810-38001|POLEA LOCA CORREA TIEMPO H1 2007||50.0000|5.7900|7.7600|0.0000|289.5000|0.0000|0.0000||20220629|
22002SN3||24410-38001|TENSOR HIDRAULICO HYUNDAI H1 2007||50.0000|20.9000|28.0100|0.0000|1045.0000|0.0000|0.0000||20220629|
22002SN3||23357-38001|POLEA TENSORA CORREA BALANCERADORA H1 07||50.0000|4.8200|6.4600|0.0000|241.0000|0.0000|0.0000||20220629|
22002SN3||24471-25001|GUIA CADENA BOMBA ACEITE H1 09/ CARENS II||7.0000|2.0100|2.6900|0.0000|14.0700|0.0000|0.0000||20220629|
22002SN3||24410-25000|TENSOR CADENA TIEMPO H1 09/ CARENS II||100.0000|12.8300|17.1900|0.0000|1283.0000|0.0000|0.0000||20220629|
22002SN3||24410-25001|TENSOR CADENA KIA CERATO||40.0000|12.8300|17.1900|0.0000|513.2000|0.0000|0.0000||20220629|
22002SN3||24322-25000|CADENA BOMBA ACEITE H1 09||100.0000|13.6400|18.2800|0.0000|1364.0000|0.0000|0.0000||20220629|
22002SN3||24322-25000|CADENA BOMBA ACEITE H1 09||100.0000|6.3600|8.5200|0.0000|636.0000|0.0000|0.0000||20220629|
22002SN3||24840-3E000|TENSOR CORREA TIEMPO SANTA FE||30.0000|10.9400|14.6600|0.0000|328.2000|0.0000|0.0000||20220629|
22002SN3||24410-3E100|TENSOR HIDRAULICO TIEMPO STA FE 07||30.0000|13.2200|17.7100|0.0000|396.6000|0.0000|0.0000||20220629|
22002SN3||24321-2B200|CADENA TIEMPO KIA CERATO (2B000)||40.0000|10.8200|14.5000|0.0000|432.8000|0.0000|0.0000||20220629|
22002SN3||24431-2B000|GUIA PATIN 2 KIA CERATO||40.0000|4.2400|5.6800|0.0000|169.6000|0.0000|0.0000||20220629|
22002SN3||24321-2E010|CADENA TIEMPO TUCSON 2015-18||10.0000|30.6300|41.0400|0.0000|306.3000|0.0000|0.0000||20220629|
22002SN3||24410-2E000|TENSOR CADENA TUCSON 15-18||10.0000|10.7300|14.3800|0.0000|107.3000|0.0000|0.0000||20220629|
22002SN3||24312-26050-BA|CORREA TIEMPO GETZ 1.6 BANDO||90.0000|6.0700|8.1300|0.0000|546.3000|0.0000|0.0000||20220629|
22002SN3||24312-26001|CORREA TIEMPO GETZ 1.6 GATES||40.0000|5.6400|7.5600|0.0000|225.6000|0.0000|0.0000||20220629|
22002SN3||24410-26000|TENSOR HYUNDAI ACCENT GMB||120.0000|4.4200|5.9200|0.0000|530.4000|0.0000|0.0000||20220629|
22002SN3||24410-02550-GMB|TENSOR TIEMPO PICANTO GMB||75.0000|5.2100|6.9800|0.0000|390.7500|0.0000|0.0000||20220629|
22002SN3||2441023050|TENSOR TIEMPO TUCSON GANCHO||50.0000|13.2500|17.7600|0.0000|662.5000|0.0000|0.0000||20220629|
22002SN3||24410-23050-PMC|TENSOR TIEMPO TUCSON GANCHO PMC||30.0000|8.6500|11.5900|0.0000|259.5000|0.0000|0.0000||20220629|
22002SN3||24410-23400|TENSOR TIEMPO ELANTRA 2.0 LISO||60.0000|7.1300|9.5500|0.0000|427.8000|0.0000|0.0000||20220629|
22002SN3||24410-24000-OEM|TENSOR ELANTRA LISO APK||40.0000|5.5200|7.4000|0.0000|220.8000|0.0000|0.0000||20220629|
22002SN3||24450-37100-OEM|POLEA TENSORA SPORTAGE 2.7 GMB||100.0000|5.6600|7.5800|0.0000|566.0000|0.0000|0.0000||20220629|
22002SN3||24410-37100-DHM|TENSOR HIDRAULICO SPORTAGE 2.7 GMB||50.0000|19.7500|26.4700|0.0000|987.5000|0.0000|0.0000||20220629|
22002SN3||24810-26020|POLEA TIEMPO GETZ 1.6 GMB (GT10170)||230.0000|5.0200|6.7300|0.0000|1154.6000|0.0000|0.0000||20220629|
22002SN3||24810-2X700|POLEA TIEMPO KIA RIO 1.5 GMB (GT20060)||180.0000|4.4900|6.0200|0.0000|808.2000|0.0000|0.0000||20220629|
22002SN3||24810-23050|POLEA TIEMPO TUCSON GMB (GT10160)||220.0000|5.3300|7.1400|0.0000|1172.6000|0.0000|0.0000||20220629|
22002SN3||24810-37120|POLEA TIEMPO SPORTAGE 2.7||50.0000|5.3500|7.1700|0.0000|267.5000|0.0000|0.0000||20220629|
22002SN3||24312-02270-BA|CORREA TIEMPO PICANTO BANDO||35.0000|6.0500|8.1100|0.0000|211.7500|0.0000|0.0000||20220629|
22002SN3||24312-02270|CORREA TIEMPO PICANTO GATES||30.0000|5.5000|7.3700|0.0000|165.0000|0.0000|0.0000||20220629|
22002SN3||24312-2X000-BA|CORREA TIEMPO KIA RIO BANDO||50.0000|5.5400|7.4200|0.0000|277.0000|0.0000|0.0000||20220629|
22002SN3||24312-23202|CORREA TIEMPO TUCSON GATES||90.0000|6.3900|8.5600|0.0000|575.1000|0.0000|0.0000||20220629|
22002SN3||224312-23400-BA|CORREA TIEMPO TUCSON BANDO||80.0000|7.4600|10.0000|0.0000|596.8000|0.0000|0.0000||20220629|
22002SN2||21310-2C200|BOMBA ACEITE HYUNDAI H1 09 (2C200)||2.0000|52.3600|70.1600|0.0000|104.7200|0.0000|0.0000||20220901|
