numdevo|cliente|nomcli|emision|estatus|numfac|tot_devo|codven|almacen
DV000538|00000555|AUTO REPUESTOS MODICA, C.A (AUTO REPUESTOS MODICA, C.A)|20241204|OK||82.0400|02|01
DV000539|00000039|MGA AUTOPARTES, C.A.|20241204|OK||21.9400|02|01
DV000540|00000321|SUREPUESTO CAGUA C.A|20241204|OK||10.2400|02|01
DV000541|00000321|SUREPUESTO CAGUA C.A|20241204|OK||22.0800|02|01
DV000542|00000278|AUTO REPUESTOS WS, C.A|20241204|OK||123.2800|04|01
DV000543|00000561|AUTOPARTE MICHELENA 2021, C.A. (AUTOPARTE MICHELENA 2021, C.A.)|20241204|OK||69.5300|19|01
DV000544|00000731|OMEGA CARS REPUESTOS Y SERVICIOS, C.A.|20241204|OK||50.1000|19|01
DV000545|00000095|AUTO REPUESTOS PICHA, C.A.|20241204|OK||190.4700|34|01
DV000546|00000095|AUTO REPUESTOS PICHA, C.A.|20241204|OK||14.9000|34|01
DV000547|00000268|AUTOPARTES DE LISLE, C.A|20241204|OK||79.6500|04|01
DV000548|00000268|AUTOPARTES DE LISLE, C.A|20241204|OK||13.7600|04|01
DV000549|00000769|MIO PARTS &AMP; SERVICES, C.A (MIO PARTS &AMP; SERVICES, C.A)|20241204|OK||17.0000|12|01
DV000550|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20241209|OK||7.7100|01|01
DV000551|00000088|REPUESTOS ASIATICOS ACARIGUA, C.A.|20241211|OK||12.9300|01|01
DV000552|00000732|REPUESTOS DANG MOTOR, C.A|20241212|PE||0.0000|01|01
DV000553|00000732|REPUESTOS DANG MOTOR, C.A|20241212|OK||122.0600|01|01
