numdevo|item|descrip|cantidad|factura|importe|precio
DV000231|54830-2D000-DHM|BIELETA DELANTERA ELANTRA|4.0000||0.0000|6.6400
DV000232|24321-23770-OEM|CADENA LEVA TUCSON SEONG|5.0000||0.0000|7.4200
DV000233|0W001-25150A|CHUMACERA PUENTE CENTRA PREGIO 3.0|1.0000||0.0000|25.8100
DV000233|25281-2B010-PMC|TENSOR CORREA UNICA CERATO 1.6|1.0000||0.0000|29.8700
DV000234|41610-1C000-SEO|BOMBA CLUTCH SUP. HYUNDAI GETZ SEON|2.0000||0.0000|18.1900
DV000235|24350-3C100-SE|ENGRANAJE CVVT SONATA 3.3/SOREN/SED|2.0000||0.0000|85.5000
DV000236|24431-37100-SE|GUIA CADENA 2 INFERIOR KIA SPORTAGE|4.0000||0.0000|13.9900
DV000237|4651739500|SENSOR KILOMETRAJE TUCSON|2.0000||0.0000|17.1300
DV000238|21930-1C250-SE|BASE CAJA CHUPETA GETZ T/A|1.0000||0.0000|19.6600
DV000239|51720-2D100|RODAMIENTO DELANTERO ELANTRA XD|2.0000||0.0000|16.7200
DV000240|0K75A-10311B-SE|JGO. CAMISA KIA PREGIO 3.0 SEONG|1.0000||0.0000|0.0000
DV000241|41421-28000-OEM|COLLARIN ACCENT/GETZ KP|10.0000||0.0000|8.2400
DV000243|2750126D00|JGO. CABLE BUJIA GETZ 1.6|1.0000||0.0000|12.4300
DV000244|57100-2E000|BOMBA DIRECCION TUCSON|1.0000||0.0000|77.3900
DV000245|KITPIC020|KIT PISTON Y ANILLO KIA PICANTO 0.2|1.0000||0.0000|63.6100
DV000246|KITPIC020|KIT PISTON Y ANILLO KIA PICANTO 0.2|2.0000||0.0000|53.6400
DV000247|54610-2B000|BASE AMORTIG DELT SANTA FE 2007|2.0000||0.0000|19.9000
DV000242|41510-07120-PMC|GUAYA CLUTCH PICANTO PMC|2.0000||0.0000|12.9000
DV000248|25500-37200|TERMOSTATO SPORTAGE 2.7/ STA FE GOL|1.0000||0.0000|11.9100
DV000249|39180-22600|SENSOR POSICION CIGUENAL GETZ 1.6|1.0000||0.0000|9.4400
DV000250|HDK-073-KP|KIT DE EMBRAGUE ELANTRA 2.0 KP|1.0000||0.0000|57.8300
DV000251|HDK-110|KIT DE EMBRAGUE TUCSON SECO|1.0000||0.0000|137.0000
DV000252|0K30A-26115C-SE|PUNTA EJE TRASERA LH KIA RIO SEONG|1.0000||0.0000|19.2000
DV000252|0K30A-26111C-SE|PUNTA EJE TRASERA RH KIA RIO SEONG|1.0000||0.0000|19.2000
DV000253|25212-2E820|CORREA UNICA TUCSON 2015-18|3.0000||0.0000|10.7900
DV000254|39220-38010|VALVULA TEMPERATURA KIA PICANTO|1.0000||0.0000|8.8000
DV000255|0K30E-18140-SE|JGO. CABLE BUJIA KIA RIO 1.5 SEONG|1.0000||0.0000|11.5900
DV000256|HDK-073-KP|KIT DE EMBRAGUE ELANTRA 2.0 KP|1.0000||0.0000|57.8300
DV000257|HDK-073-KP|KIT DE EMBRAGUE ELANTRA 2.0 KP|1.0000||0.0000|60.8700
DV000258|24350-3C100-SE|ENGRANAJE CVVT SONATA 3.3/SOREN/SED|2.0000||0.0000|88.0700
DV000259|23124-02201-SEO|POLEA DAMPER KIA PICANTO SEONG|1.0000||0.0000|23.7600
DV000260|25100-4Z000-SE|BOMBA AGUA KIA PREGIO 3.0 SEONG|2.0000||0.0000|25.0000
DV000261|24431-23500-SEO|GUIA CADENA ELANTRA 2.0/TUCSON 05|10.0000||0.0000|6.6000
DV000262|41700-4A101|BOMBIN CLUTCH INF HYUNDAI H1 2009 K|2.0000||0.0000|27.7000
DV000263|24410-26000-SE|TENSOR TIEMPO HYUNDAI ACCENT/GETZ S|5.0000||0.0000|8.7600
DV000264|22410-23100|TAPA VALVULA TUCSON|1.0000||0.0000|100.9300
DV000265|0K30A-43400C-SE|BOMBA FRENO KIA RIO STYLUS|2.0000||0.0000|37.0000
DV000266|41610-2E005-SEO|BOMBA CLUTCH SUP. TUCSON SEONG|1.0000||0.0000|15.6500
DV000267|25461-22024-SE|TUBO AGUA HYUNDAI ACCENT SEONG|1.0000||0.0000|15.0000
DV000268|0K79A-32110A-SE|CAJETIN DIRECCION HIDRAULICA KIA PR|1.0000||0.0000|219.6000
DV000269|25281-37120-SE|TENSOR CORREA UNICA SPORTAGE 2.7 SE|1.0000||0.0000|18.0300
DV000270|25281-37120-SE|TENSOR CORREA UNICA SPORTAGE 2.7 SE|1.0000||0.0000|18.0300
DV000271|KITGTZ030|KIT PISTON Y ANILLO GETZ 0.30 (0.75|1.0000||0.0000|60.8200
DV000272|0K72B-13850E-SE|FILTRO GASOIL PREGIO C/TRAMPA BOMBI|1.0000||0.0000|19.8300
DV000273|KKY01-32280-DHM|TERMINAL KIA RIO KP|3.0000||0.0000|6.7000
DV000274|0K30E-18140|JGO. CABLE BUJIA KIA RIO 1.5|1.0000||0.0000|16.7000
DV000275|41610-22050|BOMBA CLUTCH ACCENT|1.0000||0.0000|19.3600
DV000276|22410-26650|TAPA VALVULA HYUNDAI ACC CVVT 1.6 /|4.0000||0.0000|38.6400
DV000276|21910-2E002-KP|BASE MOTOR DEL. TUCSON KP SIN LOMO|2.0000||0.0000|15.4500
DV000277|24350-3C100-SE|ENGRANAJE CVVT SONATA 3.3/SOREN/SED|2.0000||0.0000|88.0700
DV000279|22231-37100|JGO. TAQUETES GETZ 1.6|1.0000||0.0000|64.1500
DV000278|0K75B-18140-SEO|JGO. BUJIA KIA PREGIO 3.0 SEONG|1.0000||0.0000|10.5000
DV000278|54840-1C000-DHM|BIELETA GETZ RH KP|3.0000||0.0000|6.9500
DV000278|0K2AA20490|FILTRO GASOLINA SPECTRA/CARENS|1.0000||0.0000|10.5000
DV000278|54500-FD000-KOR|MESETA LH KIA RIO STYLUS|2.0000||0.0000|40.3900
DV000278|54501-FD000-KOR|MESETA RH KIA RIO STYLUS|2.0000||0.0000|40.3900
DV000278|35301-1C000-SE|REGULADOR GASOLINA HYUNDAI GETZ 1.6|2.0000||0.0000|9.2700
DV000278|57755-1C000|ROTULA GETZ|3.0000||0.0000|9.9900
DV000278|57724-2D000-KP|ROTULA HYUNDAI ELANTRA KP|4.0000||0.0000|8.2400
DV000278|KDX5032240B-KP|ROTULA KIA RIO 1.5 KP|4.0000||0.0000|8.2400
DV000278|39350-37110|SENSOR ARBOL LEVA SPORTAGE 2.7|2.0000||0.0000|13.9600
DV000280|39180-22600|SENSOR POSICION CIGUENAL GETZ 1.6|2.0000||0.0000|9.9400
DV000281|57100-2E000|BOMBA DIRECCION TUCSON|1.0000||0.0000|77.3900
DV000282|41610-1C000-SEO|BOMBA CLUTCH SUP. HYUNDAI GETZ SEON|1.0000||0.0000|21.6100
DV000283|39180-23910-SE|SENSOR POSICION CIGUENAL TUCSON|4.0000||0.0000|12.6100
DV000283|39180-23910-SE|SENSOR POSICION CIGUENAL TUCSON|1.0000||0.0000|12.6100
DV000284|KITCADEH1KOREA|KIT CADENA H1 KOREANO+INA (6 PIEZAS|1.0000||0.0000|112.5800
DV000284|KITCAH1SEONG|KIT CADENA HYUNDAI H1 09 (8 PIEZAS)|1.0000||0.0000|96.8700
DV000285|25100-3E001|BOMBA AGUA HYUNDAI SANTA FE 2.7|1.0000||0.0000|48.2000
DV000286|58129-44010|DISCO FRENO HYUNDAI H1 09|2.0000||0.0000|35.6900
DV000287|25380-07000|ELECTROVENTILADOR KIA PICANTO|2.0000||0.0000|49.9000
DV000288|KITCLUPRE-KP|KIT EMBRAGUE KIA PREGIO 3.0 KP|2.0000||0.0000|78.1300
DV000289|23510-23700-OEM|BRAZO BIELA TUCSON/ELANTRA/SPORTAGE|1.0000||0.0000|27.1300
DV000290|39180-22600|SENSOR POSICION CIGUENAL GETZ 1.6|1.0000||0.0000|9.9400
DV000291|25461-22024-SE|TUBO AGUA HYUNDAI ACCENT SEONG|1.0000||0.0000|15.4500
DV000292|24255-23800-SE|VALVULA OCV TUCSON CORTA|1.0000||0.0000|24.0300
DV000293|31110-2E000-PMC|BOMBA GASOLINA TUCSON PMC|1.0000||0.0000|85.5000
DV000294|24410-2E000|TENSOR CADENA TUCSON 15-18|2.0000||0.0000|30.1500
DV000294|24410-2E000|TENSOR CADENA TUCSON 15-18|1.0000||0.0000|30.1500
DV000295|39180-22600|SENSOR POSICION CIGUENAL GETZ 1.6|1.0000||0.0000|9.9400
DV000296|2750126D00|JGO. CABLE BUJIA GETZ 1.6|1.0000||0.0000|13.4400
DV000297|41610-22050|BOMBA CLUTCH ACCENT|2.0000||0.0000|19.3600
DV000298|57700-1F800-SEO|CAJETIN HIDRAULICO TUCSON|1.0000||0.0000|213.5700
DV000299|2750126D00|JGO. CABLE BUJIA GETZ 1.6|1.0000||0.0000|13.4400
DV000299|27501-23B70|JGO. CABLE BUJIA TUCSON|1.0000||0.0000|13.5000
DV000302|39210-3E210|SENSOR OXIG DER SANTA FE 2007|1.0000||0.0000|73.0800
DV000302|39210-3E130|SENSOR OXIG IZQ SANTA FE 2007|1.0000||0.0000|70.5000
DV000304|25100-37202|BOMBA AGUA SPORTAGE 2.7|1.0000||0.0000|45.4000
DV000305|KITCLUPRE-KP|KIT EMBRAGUE KIA PREGIO 3.0 KP|1.0000||0.0000|78.1300
DV000306|0K7Z1-11SA0-SEO|JGO. PISTON KIA PREGIO 3.0 SEONG|1.0000||0.0000|134.8600
DV000303|35170-37100|TPS KIA SPORTAGE 2.7 / OPTIMA|1.0000||0.0000|18.1500
DV000307|0K75A39040-KP|BASE MOTOR KIA PREGIO 3.0|1.0000||0.0000|9.9000
DV000308|39180-22600|SENSOR POSICION CIGUENAL GETZ 1.6|1.0000||0.0000|7.9500
DV000309|0S08941990-SEON|BOMBA CLUTCH SUP PREGIO 3.0 SEONG|1.0000||0.0000|12.3700
DV000310|41510-07120-PMC|GUAYA CLUTCH PICANTO PMC|2.0000||0.0000|12.9000
DV000311|23510-23700|BRAZO BIELA TUCSON|2.0000||0.0000|38.1400
DV000312|25380-FD000-PMC|ELECTROVENTILADOR PRINC. RIO PMC|2.0000||0.0000|43.9300
DV000313|39180-23910-SE|SENSOR POSICION CIGUENAL TUCSON APL|5.0000||0.0000|13.2700
DV000300|21811-4A200|BASE MOTOR RH/LH HYUNDAI H1|2.0000||0.0000|14.4000
DV000301|21811-2B000|BASE MOTOR RH SANTA FE 2007|1.0000||0.0000|81.6300
DV000314|24410-26000-SE|TENSOR TIEMPO HYUNDAI ACCENT/GETZ S|2.0000||0.0000|8.7600
DV000315|24410-26000-SE|TENSOR TIEMPO HYUNDAI ACCENT/GETZ S|4.0000||0.0000|8.7600
DV000316|20910-37L01-SE|JGO. EMPACADURA SPORTAGE 2.7|1.0000||0.0000|44.8100
DV000316|24355-3E000-SE|VALVULA OCV LH HYUNDAI SANTA FE 2.7|2.0000||0.0000|35.1600
DV000316|24356-3E000-SE|VALVULA OCV RH HYUNDAI SANTA FE 2.7|2.0000||0.0000|35.1600
DV000316|35301-22032-OEM|REGULADOR GASOLINA ACCENT SEONG|2.0000||0.0000|9.2600
DV000316|25461-22024-SE|TUBO AGUA HYUNDAI ACCENT SEONG|2.0000||0.0000|15.4500
DV000316|25460-26000-SEO|TUBO AGUA ELANTRA/GETZ SEONG|1.0000||0.0000|8.5000
DV000316|25611-26100-SE|CARCAZA TERMOSTATO GETZ SUP. CORTA|2.0000||0.0000|11.2000
DV000316|24810-2X700-SE|POLEA TIEMPO KIA RIO 1.5 SEONG|2.0000||0.0000|8.7600
DV000316|24810-26020-SE|POLEA TIEMPO GETZ 1.6 SEONG|2.0000||0.0000|8.7600
DV000316|9783422000|POLEA A/A ACCENT PEQUENA GTA0740|1.0000||0.0000|10.2000
DV000316|9783429010|POLEA TENSORA A/A ACCENT GRANDE|1.0000||0.0000|13.1400
DV000316|0K79A-17201|EJE MANDO CAJA KIA PREGIO 24 DTS|1.0000||0.0000|107.3300
DV000317|KITSPORTSTD|KIT PISTON Y ANILLO SPORTAGE 2.7 ST|1.0000||0.0000|119.4800
DV000317|24521-22010-SEO|FLAUTA ADM ACCENT SEONG|2.0000||0.0000|19.7000
DV000317|25620-26160|CARCAZA TERMOSTATO GETZ LARGA KOREA|2.0000||0.0000|16.2600
DV000317|KITRIOSTD|KIT PISTON Y ANILLO KIA RIO 1.5 STD|1.0000||0.0000|50.7400
DV000317|KITGTZ030|KIT PISTON Y ANILLO GETZ 0.30 (0.75|1.0000||0.0000|60.8200
DV000317|51750-FD000-KP|MOSO DELANTERO KIA RIO KP|3.0000||0.0000|22.4600
DV000317|KITPIC020|KIT PISTON Y ANILLO KIA PICANTO 0.2|1.0000||0.0000|56.4600
DV000318|31110-2E001-SEO|BOMBA GASOLINA TUCSON SEONG|1.0000||0.0000|55.6200
DV000319|HDK-110-KP|KIT DE EMBRAGUE TUCSON KP|1.0000||0.0000|75.9100
DV000320|39180-22600|SENSOR POSICION CIGUENAL GETZ 1.6|1.0000||0.0000|9.9400
DV000321|KITCLUPRE-KP|KIT EMBRAGUE KIA PREGIO 3.0 KP|1.0000||0.0000|78.1300
DV000322|HDK-062-KP|KIT DE EMBRAGUE KIA PICANTO KP|1.0000||0.0000|63.4900
DV000323|21310-3E003-SE|BOMBA ACEITE HYUNDAI SANTA FE 2.7 0|1.0000||0.0000|57.8600
DV000324|31911-2F000-SEO|FILTRO GASOLINA KIA CERATO 1.6|1.0000||0.0000|18.5800
DV000325|HDK-062-KP|KIT DE EMBRAGUE KIA PICANTO KP|1.0000||0.0000|63.4900
DV000326|57700-FD201-SEO|CAJETIN HIDRAULICO KIA RIO STYLUS|1.0000||0.0000|275.8600
DV000327|21310-3E003-SE|BOMBA ACEITE HYUNDAI SANTA FE 2.7 0|2.0000||0.0000|40.0000
DV000328|24410-3E100|TENSOR HIDRAULICO TIEMPO STA FE 07|1.0000||0.0000|37.1300
DV000329|23510-4Z100-SEO|BRAZO BIELA KIA PREGIO 2.7 SEONG|7.0000||0.0000|24.8500
DV000330|0K30A-13480-SEO|FILTRO GASOLINA KIA RIO 1.5|1.0000||0.0000|3.9000
DV000330|9783422000|POLEA A/A ACCENT PEQUENA GTA0740|2.0000||0.0000|10.2000
DV000330|21910-2E002-DHM|BASE MOTOR DEL. TUCSON KP CON LOMO|1.0000||0.0000|18.5400
DV000331|21811-4A200|BASE MOTOR RH/LH HYUNDAI H1|2.0000||0.0000|14.4000
DV000332|21811-4A200|BASE MOTOR RH/LH HYUNDAI H1|4.0000||0.0000|14.4000
DV000334|39180-22600|SENSOR POSICION CIGUENAL GETZ 1.6|1.0000||0.0000|9.9400
DV000335|51715-FD000-KP|PUNTA EJE LH RIO STYLUS KP|1.0000||0.0000|49.3400
DV000333|21310-3C300-SE|BOMBA ACEITE SONATA 3.3/SORENT 3.8/|1.0000||0.0000|98.5100
DV000336|KIK-017-KP|KIT EMBRAGUE KIA RIO 1.5 KP|1.0000||0.0000|60.0000
DV000337|35170-37100-SE|TPS KIA SPORTAGE 2.7/ OPTIMA SEONG|2.0000||0.0000|10.6100
DV000338|TK-HY003|KIT CADENA SONATA 3.3/ SOREN/SEDO/V|1.0000||0.0000|181.1800
DV000339|KIK-017-KP|KIT EMBRAGUE KIA RIO 1.5 KP|1.0000||0.0000|84.8700
DV000340|0K72A43400-SEON|BOMBA FRENO KIA PREGIO 3.0|1.0000||0.0000|38.2200
DV000341|0K30C-59560-KP|MECANISMO ELEVA VIDRIO KIA RIO|2.0000||0.0000|37.7000
DV000342|0K30E-12420A-SE|ARBOL LEVA ADMISION KIA RIO STYLUS|1.0000||0.0000|61.1100
DV000343|21310-26650-DHM|BOMBA ACEITE GETZ 1.6 SEONG|1.0000||0.0000|47.5900
DV000343|HDK-062-KP|KIT DE EMBRAGUE KIA PICANTO KP|2.0000||0.0000|72.3600
DV000344|HDK-062-KP|KIT DE EMBRAGUE KIA PICANTO KP|2.0000||0.0000|63.4900
DV000344|0K75B-18140-SEO|JGO. BUJIA KIA PREGIO 3.0 SEONG|1.0000||0.0000|10.5000
DV000345|HDK-073-KP|KIT DE EMBRAGUE ELANTRA 2.0 KP|1.0000||0.0000|60.8700
DV000346|41610-1C000-SEO|BOMBA CLUTCH SUP. HYUNDAI GETZ SEON|3.0000||0.0000|22.7400
DV000347|51712-1C050|DISCO FRENO DELT. GETZ 1.3|4.0000||0.0000|30.0300
DV000348|20910-25A01-OEM|JGO. EMPACADURA KIA NEW CARENS 2.0|2.0000||0.0000|45.0000
DV000349|HDK-073-KP|KIT DE EMBRAGUE ELANTRA 2.0 KP|1.0000||0.0000|60.8700
DV000351|KITGTZ020|KIT PISTON Y ANILLO GETZ 1.6 0.20 (|2.0000||0.0000|62.6400
DV000351|KITTUC020|KIT PISTON Y ANILLO TUCSON 0.20 (0.|2.0000||0.0000|68.9600
DV000352|2750126D00|JGO. CABLE BUJIA GETZ 1.6|1.0000||0.0000|13.4400
DV000353|41510-07120-PMC|GUAYA CLUTCH PICANTO PMC|1.0000||0.0000|13.5800
DV000354|25500-37200|TERMOSTATO SPORTAGE 2.7/ STA FE GOL|1.0000||0.0000|12.5300
DV000355|39180-22600|SENSOR POSICION CIGUENAL GETZ 1.6|3.0000||0.0000|9.9400
DV000356|54584-38010|BUJE MESETA SANTA FE GRANDE 06-12|4.0000||0.0000|6.7000
DV000356|4PK0810|CORREA ALTERNADOR ELANTRA 1.6/GETZ|2.0000||0.0000|6.3700
DV000357|25281-37120-SE|TENSOR CORREA UNICA SPORTAGE 2.7 SE|1.0000||0.0000|18.0300
DV000358|39180-37150-SEO|SENSOR POSICION CIGUENAL SPORTAGE 2|1.0000||0.0000|15.6500
DV000359|HDK-062-KP|KIT DE EMBRAGUE KIA PICANTO KP|1.0000||0.0000|63.4900
DV000350|51712-1C050|DISCO FRENO DELT. GETZ 1.3|1.0000||0.0000|30.0300
DV000360|978342D520|POLEA TENSORA A/A TUCSON/XD PSA-C01|2.0000||0.0000|14.1600
DV000361|23060-3C202|JGO. CONCHA BIELA SONATA 3.3 STD|1.0000||0.0000|22.9700
DV000362|21830-3K800|BASE MOTOR CAJA LH SONATA 3.3|1.0000||0.0000|42.3100
DV000363|KKY01-32280-DHM|TERMINAL KIA RIO KP|2.0000||0.0000|6.7000
DV000364|94460-1C000|FLOTANTE GASOLINA GETZ|2.0000||0.0000|12.6000
DV000365|39180-22600|SENSOR POSICION CIGUENAL GETZ 1.6|1.0000||0.0000|9.9400
DV000366|56820-4A600|TERMINAL DIRECCION H1 2005-2007 (56|2.0000||0.0000|8.9800
DV000367|KITPICSTD|KIT PISTON Y ANILLO KIA PICANTO STD|1.0000||0.0000|55.0000
DV000367|KITRIO020|KIT PISTON Y ANILLO KIA RIO 1.5 0.2|1.0000||0.0000|55.0000
DV000367|KITTUCSTD|KIT PISTON Y ANILLO TUCSON STD|1.0000||0.0000|62.5000
DV000367|21310-02550-SEO|BOMBA ACEITE KIA PICANTO SEONG|1.0000||0.0000|48.2200
DV000367|0K30F-14100D|BOMBA ACEITE KIA RIO 1.5 SEONG|1.0000||0.0000|44.4000
DV000368|21810-2E000-CH|BASE MOTOR RH TUCSON|1.0000||0.0000|35.4200
DV000369|0K30A-18891-DHM|SENSOR POSICION CIGUENAL KIA RIO 1.|1.0000||0.0000|13.9900
DV000370|41610-2E005-SEO|BOMBA CLUTCH SUP. TUCSON SEONG|1.0000||0.0000|17.4700
DV000371|HDK-073-KP|KIT DE EMBRAGUE ELANTRA 2.0 KP|1.0000||0.0000|60.8700
DV000372|57100-2E000|BOMBA DIRECCION TUCSON|1.0000||0.0000|77.3900
DV000373|0K30F-14100D|BOMBA ACEITE KIA RIO 1.5 SEONG|1.0000||0.0000|45.7300
DV000374|0K75B-18140-SEO|JGO. BUJIA KIA PREGIO 3.0 SEONG|1.0000||0.0000|10.8200
DV000375|31110-2D000-SEO|BOMBA GASOLINA ELANTRA SEONG|1.0000||0.0000|70.5100
DV000376|DISCO+COLLA|SET DISCO EMBRAGUE + COLLARIN H1 20|1.0000||0.0000|61.8000
DV000377|25330-2E000-OEM|TAPA RADIADOR 1.1 OEM|3.0000||0.0000|6.7000
DV000378|39350-23500|SENSOR ARBOL DE LEVA TUCSON|2.0000||0.0000|31.2100
DV000379|0K30A-43400C-SE|BOMBA FRENO KIA RIO STYLUS|1.0000||0.0000|37.0000
DV000380|24255-23800-SE|VALVULA OCV TUCSON CORTA|2.0000||0.0000|24.7500
DV000381|25281-37120-SE|TENSOR CORREA UNICA SPORTAGE 2.7 SE|1.0000||0.0000|18.0300
DV000382|39350-23500|SENSOR ARBOL DE LEVA TUCSON|1.0000||0.0000|30.3000
DV000382|24410-2E000|TENSOR CADENA TUCSON 15-18|1.0000||0.0000|30.1500
DV000383|20910-25A01-OEM|JGO. EMPACADURA KIA NEW CARENS 2.0|4.0000||0.0000|46.3500
DV000384|41600-4H100-SEO|BOMBA CLUTCH SUP HYUNDAI H1 2009|1.0000||0.0000|20.0500
DV000384|41421-28000-OEM|COLLARIN ACCENT/GETZ KP|8.0000||0.0000|8.4900
DV000385|0K75A-10100|CAMARA KIA PREGIO 3.0|1.0000||0.0000|504.7000
DV000386|21310-2G011-OEM|BOMBA ACEITE NEW CARENS 2.0 / OPTIM|1.0000||0.0000|97.8500
DV000387|39180-23910-K|SENSOR POSICION CIGUENAL TUCSON/ELA|3.0000||0.0000|15.5800
DV000388|57100-4H200-SE|BOMBA DIRECCION H1 09 SEONG|1.0000||0.0000|113.8900
DV000389|25461-22024-SE|TUBO AGUA HYUNDAI ACCENT SEONG|1.0000||0.0000|15.4500
DV000390|39220-22020|VALVULA TEMP ACC/GETZ 2 PINES|1.0000||0.0000|4.0000
DV000391|25380-1C360-A|ELECTROVENTILADOR GETZ 1.6|1.0000||0.0000|75.0100
DV000392|KITRIO020|KIT PISTON Y ANILLO KIA RIO 1.5 0.2|1.0000||0.0000|58.3500
DV000393|21310-38062|BOMBA ACEITE HYUNDAI H1 2007|1.0000||0.0000|126.7400
DV000394|0K50F-18840|SENSOR TEMPERATURA KIA RIO|3.0000||0.0000|6.5000
DV000395|23111-02812-SEO|CIGUENAL KIA PICANTO SEONG|1.0000||0.0000|116.9600
DV000397|93110-4F000-SE|CONMUTADOR ENCENDIDO KIA RIO 1.5 SE|1.0000||0.0000|9.4800
DV000398|54584-38010|BUJE MESETA SANTA FE GRANDE 06-12|4.0000||0.0000|6.7000
DV000396|23040-23000|JGO. ANILLO TUCSON STD **FINO**|3.0000||0.0000|26.9500
DV000399|KKY01-32280|TERMINAL KIA RIO|2.0000||0.0000|8.5700
DV000399|KKY01-32280-DHM|TERMINAL KIA RIO KP|4.0000||0.0000|5.6900
DV000400|25281-37120-SE|TENSOR CORREA UNICA SPORTAGE 2.7 SE|1.0000||0.0000|18.0300
DV000401|23040-26160-050|JGO. ANILLO GETZ 1.6 0.20 (0,50) FI|1.0000||0.0000|19.3200
DV000402|KITCLUPRE-KP|KIT EMBRAGUE KIA PREGIO 3.0 KP|2.0000||0.0000|78.1300
DV000403|0S08941400-X2|BOMBA CLUTCH PREGIO 3.0 ZENITH|1.0000||0.0000|19.6200
DV000404|41700-4H100-SEO|BOMBIN CLUTCH INF HYUNDAI H100/ H1|1.0000||0.0000|15.9400
DV000405|KITGTZ030|KIT PISTON Y ANILLO GETZ 0.30 (0.75|1.0000||0.0000|62.6400
DV000406|22410-26610-K|TAPA VALVULA HYUNDAI GETZ 1.6 KOREA|1.0000||0.0000|65.9800
DV000407|HDK-073-KP|KIT DE EMBRAGUE ELANTRA 2.0 KP|1.0000||0.0000|60.8700
DV000408|39180-22060-K|SENSOR POSICION CIGUENAL ACCENT 3PI|1.0000||0.0000|13.8100
DV000409|0K9B166120|CONMUTADOR LUCES KIA RIO STYLUS|1.0000||0.0000|98.5000
DV000410|97730-FD100-PMC|ELECTROVENTILADOR AUX. RIO PMC|2.0000||0.0000|51.4000
DV000411|KS66410270|JGO. DE EMPACADURA SORENTO 3.8/SEDO|1.0000||0.0000|190.9600
DV000412|39230-26600-K|VALVULA TEMPERATURA GETZ (CABLE)|1.0000||0.0000|14.8400
DV000413|39230-26600-K|VALVULA TEMPERATURA GETZ (CABLE)|1.0000||0.0000|14.8400
DV000414|41600-4H100|BOMBA CLUTCH SUP HYUNDAI H1 2009|1.0000||0.0000|28.2100
DV000415|58510-2B300-SE|BOMBA FRENO SANTA FE 06-09 SEONG|1.0000||0.0000|55.5700
DV000416|0K30F14100D-PM|BOMBA ACEITE KIA RIO 1.5 PARTS MALL|1.0000||0.0000|69.3300
DV000417|24355-23770-SE|VALVULA OCV TUCSON LARGA|1.0000||0.0000|30.7200
DV000418|KITCAH1SEONG|KIT CADENA HYUNDAI H1 09 (8 PIEZAS)|1.0000||0.0000|101.9700
DV000419|21830-1C370-KP|BASE CAJA LH GETZ KP|1.0000||0.0000|31.5100
DV000420|24410-26000-SE|TENSOR TIEMPO HYUNDAI ACCENT/GETZ S|1.0000||0.0000|8.7600
DV000421|39350-23500|SENSOR ARBOL DE LEVA TUCSON|1.0000||0.0000|31.2100
DV000422|0K30A-18891-DHM|SENSOR POSICION CIGUENAL KIA RIO 1.|2.0000||0.0000|13.9900
DV000423|97730-FD100-PMC|ELECTROVENTILADOR AUX. RIO PMC|1.0000||0.0000|48.8300
DV000424|23510-23700-SEO|BRAZO BIELA TUCSON SEONG|2.0000||0.0000|23.3400
DV000425|0K75A-10100|CAMARA KIA PREGIO 3.0|1.0000||0.0000|490.0000
DV000426|24312-37500-BA|CORREA TIEMPO SPORTAGE 2.7 207DTS|2.0000||0.0000|46.0900
DV000427|HDK-174-KP|KIT DE EMBRAGUE GETZ 1.6 KP|1.0000||0.0000|63.7500
DV000428|31110-2E001-SEO|BOMBA GASOLINA TUCSON SEONG|1.0000||0.0000|55.6200
DV000429|20910-26E00|JGO. EMPACADURA GETZ 1.6|3.0000||0.0000|25.2400
DV000430|55310-2B211|AMORTIGUADOR TRASERO SANTA FE 2.7|2.0000||0.0000|46.5900
DV000431|8263033001|MANILLA SUBE VIDRIO ACCENT|1.0000||0.0000|3.8000
DV000432|24410-37100-SE|TENSOR HIDRAULICO SPORTAGE 2.7 SEON|1.0000||0.0000|25.0000
DV000433|KITSPORT020|KIT PISTON Y ANILLO SPORTAGE 2.7 0.|1.0000||0.0000|98.4500
DV000434|35301-22032-OEM|REGULADOR GASOLINA ACCENT SEONG|1.0000||0.0000|9.2600
DV000435|58510-2B300-SE|BOMBA FRENO SANTA FE 06-09 SEONG|2.0000||0.0000|44.4600
DV000436|HDK-073-KP|KIT DE EMBRAGUE ELANTRA 2.0 KP|1.0000||0.0000|60.8700
DV000437|0K30E-10271-SEO|EMPACADURA CAMARA KIA RIO 1.5 SEONG|1.0000||0.0000|4.0000
DV000438|35301-22032-OEM|REGULADOR GASOLINA ACCENT SEONG|1.0000||0.0000|8.8000
DV000439|HDK-073-KP|KIT DE EMBRAGUE ELANTRA 2.0 KP|1.0000||0.0000|60.8700
DV000440|HDK-062-KP|KIT DE EMBRAGUE KIA PICANTO KP|1.0000||0.0000|63.4900
DV000441|25380-1C160|ELECTROVENTILADOR GETZ 1.6|1.0000||0.0000|84.7500
DV000442|39180-22600|SENSOR POSICION CIGUENAL GETZ 1.6|1.0000||0.0000|8.1900
DV000443|25281-37120-ZN|TENSOR CORREA UNICA SPORTAGE 2.7 UN|1.0000||0.0000|25.0000
DV000444|23510-3E101-SEO|BRAZO BIELA HYUNDAI SANTA FE 2.7 SE|7.0000||0.0000|35.7800
DV000445|21020-22960-PMC|JGO. CONCHA BANCADA ACC/GETZ 0.10|1.0000||0.0000|16.7000
DV000445|23060-26985|JGO. CONCHA BIELA ACC/GETZ 0.10(0.2|1.0000||0.0000|7.9600
